TF,Target,Mode,pumid,Moonlight_Oncogenic_Mediator,CScape_Driver,logFC
PPARGC1A,ALDOB,Activation,16891307,OCG,1,-2.551863798989778
PPARGC1A,APOA5,Activation,16891307,OCG,1,-2.551863798989778
PPARGC1A,APOC3,Activation,16891307,OCG,1,-2.551863798989778
PPARGC1A,CYP7A1,Activation,16891307,OCG,1,-2.551863798989778
PPARGC1A,MFN2,Activation,17828388,OCG,1,-2.551863798989778
PPARGC1A,OTC,Activation,16891307,OCG,1,-2.551863798989778
PPARGC1A,PCK2,Activation,16891307,OCG,1,-2.551863798989778
